pulseheight,counts_ch_A,counts_ch_B
1.2135922330097086,0,0
3.640776699029126,307,0
6.067961165048543,568,0
8.49514563106796,681,0
10.922330097087379,2203,0
13.349514563106794,3397,0
15.776699029126211,3862,0
18.20388349514563,3771,0
20.631067961165048,3657,0
23.058252427184463,3737,0
25.485436893203882,4057,0
27.912621359223298,4640,0
30.339805825242717,7094,0
32.76699029126213,4917,0
35.194174757281544,5094,0
37.62135922330097,4102,0
40.04854368932038,4429,0
42.47572815533981,4627,0
44.90291262135922,4614,0
47.33009708737863,4566,0
49.75728155339806,4616,0
52.18446601941747,4756,0
54.61165048543688,4813,0
57.03883495145631,4968,0
59.46601941747572,4863,0
61.89320388349515,4559,0
64.32038834951456,4260,0
66.74757281553397,4115,0
69.17475728155338,5697,0
71.60194174757281,4672,0
74.02912621359224,3898,0
76.45631067961165,3441,0
78.88349514563106,3348,0
81.31067961165047,3132,0
83.7378640776699,2906,0
86.16504854368932,2692,0
88.59223300970874,3633,0
91.01941747572815,5080,0
93.44660194174756,2345,0
95.87378640776699,2318,0
98.3009708737864,2173,0
100.72815533980582,2101,0
103.15533980582524,2145,0
105.58252427184465,1949,0
108.00970873786406,4122,0
110.43689320388349,6911,0
112.86407766990291,1692,0
115.29126213592232,1549,0
117.71844660194174,1614,0
120.14563106796115,1532,0
122.57281553398057,1593,0
125.0,1507,0
127.42718446601941,1862,0
129.85436893203882,11588,0
132.28155339805824,3149,0
134.70873786407765,1178,0
137.13592233009706,1185,0
139.5631067961165,1212,0
141.9902912621359,1269,0
144.41747572815532,1341,0
146.84466019417474,1169,0
149.27184466019418,1237,0
151.6990291262136,1285,0
154.126213592233,1199,0
156.5533980582524,1214,0
158.98058252427182,1016,0
161.40776699029124,976,0
163.83495145631068,884,0
166.2621359223301,905,0
168.6893203883495,824,0
171.1165048543689,836,0
173.54368932038835,792,0
175.97087378640776,776,0
178.39805825242718,755,0
180.8252427184466,670,0
183.252427184466,624,0
185.6796116504854,642,0
188.10679611650482,759,0
190.53398058252426,624,0
192.96116504854368,553,0
195.3883495145631,562,0
197.8155339805825,594,0
200.24271844660194,560,0
202.66990291262135,532,0
205.09708737864077,570,0
207.52427184466018,532,0
209.9514563106796,534,0
212.378640776699,610,0
214.8058252427184,590,0
217.23300970873785,477,0
219.66019417475727,572,0
