pulseheight,counts_ch_A,counts_ch_B
1.911764705882353,8,0
5.735294117647059,563,0
9.558823529411764,1778,0
13.382352941176471,2454,0
17.205882352941178,2257,0
21.029411764705884,2208,0
24.852941176470587,2390,0
28.676470588235297,2884,0
32.5,3481,0
36.32352941176471,3798,0
40.14705882352941,4234,0
43.970588235294116,4255,0
47.794117647058826,4222,0
51.617647058823536,3999,0
55.44117647058824,3752,0
59.26470588235294,3466,0
63.08823529411765,3072,0
66.91176470588235,2839,0
70.73529411764707,2590,0
74.55882352941177,2504,0
78.38235294117646,2133,0
82.20588235294119,1896,0
86.02941176470588,1787,0
89.8529411764706,1923,0
93.6764705882353,1390,0
97.5,1277,0
101.32352941176471,1205,0
105.14705882352942,1095,0
108.97058823529412,1075,0
112.79411764705884,925,0
116.61764705882354,872,0
120.44117647058823,824,0
124.26470588235296,768,0
128.08823529411765,773,0
131.91176470588238,826,0
135.73529411764707,567,0
139.55882352941177,519,0
143.38235294117646,534,0
147.2058823529412,533,0
151.02941176470588,506,0
154.8529411764706,457,0
158.6764705882353,412,0
162.5,461,0
166.3235294117647,389,0
170.14705882352942,385,0
173.97058823529414,366,0
177.79411764705884,359,0
181.61764705882354,366,0
185.44117647058823,382,0
189.26470588235296,448,0
193.08823529411765,324,0
196.91176470588238,281,0
200.73529411764707,280,0
204.55882352941177,265,0
208.38235294117646,277,0
212.2058823529412,303,0
216.02941176470588,368,0
219.8529411764706,240,0
223.6764705882353,432,0
227.5,237,0
231.32352941176472,239,0
235.14705882352942,197,0
238.97058823529414,195,0
242.79411764705884,206,0
246.61764705882354,206,0
250.44117647058823,184,0
254.26470588235296,190,0
258.0882352941177,168,0
261.9117647058823,182,0
265.7352941176471,173,0
269.5588235294118,169,0
273.38235294117646,172,0
277.2058823529412,188,0
281.02941176470586,170,0
284.8529411764706,144,0
288.6764705882353,151,0
292.5,164,0
296.32352941176475,169,0
300.1470588235294,137,0
303.97058823529414,160,0
307.79411764705884,136,0
311.61764705882354,143,0
315.4411764705883,144,0
319.2647058823529,136,0
323.0882352941177,103,0
326.9117647058823,134,0
330.7352941176471,159,0
334.5588235294118,224,0
338.38235294117646,120,0
342.2058823529412,142,0
346.02941176470586,123,0
349.8529411764706,121,0
353.67647058823536,172,0
357.5,131,0
