pulseheight,counts_ch_A,counts_ch_B
2.450980392156863,318,0
7.352941176470589,1277,0
12.254901960784315,5773,0
17.15686274509804,7669,0
22.058823529411768,7512,0
26.96078431372549,9100,0
31.862745098039216,12014,0
36.76470588235294,9076,0
41.66666666666667,9195,0
46.5686274509804,9271,0
51.470588235294116,9537,0
56.372549019607845,9882,0
61.274509803921575,9350,0
66.1764705882353,8474,0
71.07843137254902,10376,0
75.98039215686275,7247,0
80.88235294117648,6336,0
85.78431372549021,5627,0
90.68627450980392,8651,0
95.58823529411765,4634,0
100.49019607843138,4306,0
105.39215686274511,4047,0
110.29411764705883,10978,0
115.19607843137256,3200,0
120.09803921568628,3145,0
125.00000000000001,3089,0
129.90196078431376,15195,0
134.80392156862746,2490,0
139.70588235294116,2402,0
144.60784313725492,2636,0
149.50980392156862,2483,0
154.41176470588238,2457,0
159.31372549019608,2110,0
164.21568627450984,1839,0
169.11764705882354,1701,0
174.0196078431373,1587,0
178.921568627451,1502,0
183.8235294117647,1246,0
188.72549019607845,1428,0
193.62745098039215,1125,0
198.5294117647059,1170,0
203.4313725490196,1094,0
208.33333333333337,1104,0
213.23529411764707,1208,0
218.13725490196077,1031,0
223.03921568627453,9812,0
227.94117647058823,1167,0
232.843137254902,775,0
237.7450980392157,734,0
242.64705882352945,1008,0
247.54901960784315,740,0
252.4509803921569,671,0
257.3529411764706,807,0
262.2549019607843,747,0
267.15686274509807,766,0
272.05882352941177,746,0
276.9607843137255,724,0
281.8627450980392,1453,0
286.7647058823529,796,0
291.6666666666667,708,0
296.56862745098044,825,0
301.47058823529414,690,0
306.37254901960785,764,0
311.2745098039216,652,0
316.1764705882353,686,0
321.07843137254906,705,0
325.98039215686276,671,0
330.88235294117646,693,0
335.7843137254902,647,0
340.686274509804,944,0
345.5882352941177,649,0
350.4901960784314,605,0
355.39215686274514,584,0
360.29411764705884,533,0
365.1960784313726,556,0
370.0980392156863,507,0
375.0,491,0
379.90196078431376,443,0
384.8039215686275,499,0
389.7058823529412,477,0
394.6078431372549,429,0
399.5098039215686,434,0
404.4117647058824,580,0
409.31372549019613,2183,0
414.21568627450984,521,0
419.11764705882354,483,0
424.0196078431373,519,0
428.921568627451,440,0
433.82352941176475,388,0
438.72549019607845,366,0
443.62745098039215,377,0
448.5294117647059,556,0
453.43137254901967,901,0
458.33333333333337,363,0
463.2352941176471,311,0
468.13725490196083,426,0
473.03921568627453,269,0
477.9411764705883,255,0
482.843137254902,276,0
487.7450980392157,282,0
492.64705882352945,274,0
497.5490196078432,336,0
502.4509803921569,679,0
507.3529411764706,407,0
512.2549019607843,559,0
517.1568627450981,334,0
522.0588235294117,285,0
526.9607843137255,291,0
531.8627450980393,584,0
536.7647058823529,336,0
541.6666666666667,303,0
546.5686274509803,350,0
551.4705882352941,443,0
556.372549019608,336,0
561.2745098039215,339,0
566.1764705882354,203,0
571.0784313725491,214,0
575.9803921568628,255,0
580.8823529411766,254,0
585.7843137254902,207,0
590.686274509804,136,0
595.5882352941177,149,0
600.4901960784314,110,0
605.3921568627452,164,0
610.2941176470588,96,0
615.1960784313726,120,0
620.0980392156864,97,0
625.0,98,0
629.9019607843138,292,0
634.8039215686274,119,0
639.7058823529412,617,0
644.607843137255,880,0
649.5098039215686,65,0
654.4117647058824,66,0
659.3137254901961,83,0
664.2156862745098,65,0
669.1176470588236,116,0
674.0196078431372,218,0
678.921568627451,76,0
683.8235294117648,92,0
688.7254901960785,94,0
693.6274509803923,69,0
698.5294117647059,63,0
703.4313725490197,96,0
708.3333333333335,87,0
713.2352941176471,84,0
718.1372549019609,58,0
723.0392156862745,48,0
727.9411764705883,50,0
732.8431372549021,46,0
737.7450980392157,45,0
742.6470588235295,44,0
747.5490196078431,42,0
752.4509803921569,35,0
757.3529411764707,38,0
762.2549019607843,28,0
767.1568627450981,78,0
772.0588235294118,86,0
776.9607843137255,27,0
781.8627450980393,22,0
786.7647058823529,29,0
791.6666666666667,22,0
796.5686274509804,67,0
801.4705882352941,301,0
806.372549019608,70,0
811.2745098039215,18,0
816.1764705882354,11,0
821.0784313725492,12,0
825.9803921568628,17,0
830.8823529411766,23,0
835.7843137254902,21,0
840.686274509804,13,0
845.5882352941178,16,0
850.4901960784314,16,0
855.3921568627452,9,0
860.2941176470588,12,0
865.1960784313726,14,0
870.0980392156864,7,0
875.0,12,0
879.9019607843138,5,0
884.8039215686275,14,0
889.7058823529412,81,0
894.607843137255,14,0
899.5098039215686,5,0
904.4117647058824,1,0
909.3137254901961,3,0
914.2156862745098,3,0
919.1176470588236,4,0
924.0196078431372,5,0
928.921568627451,3,0
933.8235294117649,1,0
938.7254901960785,1,0
943.6274509803923,3,0
948.5294117647059,25,0
953.4313725490197,20,0
958.3333333333335,0,0
963.2352941176471,1,0
968.1372549019609,0,0
973.0392156862746,1,0
977.9411764705883,3,0
982.8431372549021,3,0
987.7450980392157,2,0
992.6470588235295,0,0
997.5490196078432,2,0
1002.4509803921569,2,0
1007.3529411764707,2,0
1012.2549019607843,3,0
1017.1568627450981,0,0
1022.0588235294118,1,0
1026.9607843137255,0,0
1031.8627450980393,0,0
1036.7647058823532,0,0
1041.6666666666667,0,0
1046.5686274509803,1,0
1051.4705882352941,1,0
1056.372549019608,3,0
1061.2745098039218,0,0
1066.1764705882354,3,0
1071.078431372549,0,0
1075.9803921568628,1,0
1080.8823529411766,2,0
1085.7843137254904,0,0
1090.686274509804,1,0
1095.5882352941176,0,0
1100.4901960784314,1,0
1105.3921568627452,0,0
1110.294117647059,2,0
1115.1960784313726,0,0
1120.0980392156864,2,0
1125.0,0,0
1129.9019607843138,0,0
1134.8039215686276,0,0
1139.7058823529412,2,0
1144.607843137255,0,0
1149.5098039215686,2,0
1154.4117647058824,1,0
1159.3137254901962,0,0
1164.2156862745098,0,0
1169.1176470588236,0,0
1174.0196078431372,2,0
1178.921568627451,2,0
1183.8235294117649,3,0
1188.7254901960785,1,0
1193.6274509803923,0,0
1198.5294117647059,0,0
1203.4313725490197,0,0
1208.3333333333335,0,0
1213.2352941176473,0,0
1218.137254901961,0,0
1223.0392156862745,0,0
1227.9411764705883,0,0
1232.843137254902,1,0
1237.745098039216,1,0
1242.6470588235295,0,0
1247.549019607843,2,0
