pulseheight,counts_ch_A,counts_ch_B
1.911764705882353,3,0
5.735294117647059,168,0
9.558823529411764,374,0
13.382352941176471,784,0
17.205882352941178,759,0
21.029411764705884,751,0
24.852941176470587,773,0
28.676470588235297,1131,0
32.5,1196,0
36.32352941176471,930,0
40.14705882352941,810,0
43.970588235294116,893,0
47.794117647058826,905,0
51.617647058823536,887,0
55.44117647058824,988,0
59.26470588235294,955,0
63.08823529411765,817,0
66.91176470588235,827,0
70.73529411764707,1124,0
74.55882352941177,748,0
78.38235294117646,680,0
82.20588235294119,547,0
86.02941176470588,498,0
89.8529411764706,942,0
93.6764705882353,487,0
97.5,441,0
101.32352941176471,411,0
105.14705882352942,400,0
108.97058823529412,1233,0
112.79411764705884,445,0
116.61764705882354,299,0
120.44117647058823,309,0
124.26470588235296,343,0
128.08823529411765,709,0
131.91176470588238,1429,0
135.73529411764707,251,0
139.55882352941177,268,0
143.38235294117646,268,0
147.2058823529412,250,0
151.02941176470588,238,0
154.8529411764706,272,0
158.6764705882353,245,0
162.5,203,0
166.3235294117647,161,0
170.14705882352942,165,0
173.97058823529414,143,0
177.79411764705884,179,0
181.61764705882354,129,0
185.44117647058823,152,0
189.26470588235296,156,0
193.08823529411765,113,0
196.91176470588238,115,0
200.73529411764707,120,0
204.55882352941177,129,0
208.38235294117646,113,0
212.2058823529412,116,0
216.02941176470588,109,0
219.8529411764706,134,0
223.6764705882353,1218,0
227.5,175,0
231.32352941176472,79,0
235.14705882352942,75,0
238.97058823529414,78,0
242.79411764705884,106,0
246.61764705882354,90,0
250.44117647058823,68,0
254.26470588235296,65,0
258.0882352941177,83,0
261.9117647058823,76,0
265.7352941176471,87,0
269.5588235294118,63,0
273.38235294117646,89,0
277.2058823529412,61,0
281.02941176470586,143,0
284.8529411764706,115,0
288.6764705882353,85,0
292.5,86,0
296.32352941176475,102,0
300.1470588235294,74,0
303.97058823529414,70,0
307.79411764705884,79,0
311.61764705882354,72,0
315.4411764705883,86,0
319.2647058823529,89,0
323.0882352941177,76,0
326.9117647058823,71,0
330.7352941176471,94,0
334.5588235294118,75,0
338.38235294117646,42,0
342.2058823529412,123,0
346.02941176470586,59,0
349.8529411764706,68,0
353.67647058823536,70,0
357.5,62,0
361.32352941176475,48,0
365.1470588235294,57,0
368.97058823529414,55,0
372.79411764705884,65,0
376.61764705882354,53,0
380.4411764705883,44,0
384.2647058823529,50,0
